Locus	Gene	Product	Group1_replicate 1	Group1_replicate 2	Group1_replicate 3	Group2_replicate 1	Group2_replicate 2	Group2_replicate 3	Group3_replicate 1	Group3_replicate 2	Group3_replicate 3	Input_ replicate 1	Input_replicate 2
SL1344_3789	torC	cytochrome c-type protein	21	6	0	2	3	6	2	0	8	296	289
SL1344_3790	torR	torCAD operon transcriptional regulatory protein	7	0	0	5	2	4	2	6	16	1422	1613
SL1344_3791	torT	Solute binding receptor protein	22	10	0	8	3	0	2	4	14	2102	2164
SL1344_3792	torS	Two-component sensor protein histidine protein kinase.	43	10	1	10	4	5	8	3	15	918	1085
SL1344_3793	dgoT	d-galactonate transporter	19	4	0	0	2	2	8	1	2	127	127
SL1344_3794	dgoA	galactonate dehydratase (ec 4.1.2.21) (ec 4.2.1.6)	35	2	0	0	2	0	4	0	2	145	79
SL1344_3795	dgoA	2-dehydro-3-deoxy-6-phosphogalactonate aldolase (ec 4.1.2.21) (6- phospho-2-dehydro-3-deoxygalactonate aldolase) (2-oxo-3- deoxygalactonate 6-phosphate aldolase)	14	2	0	0	2	2	1	0	2	24	29
SL1344_3796	dgoK	2-dehydro-3-deoxygalactonokinase (ec 2.7.1.58) (2-keto-3-deoxy- galactonokinase) (2-oxo-3-deoxygalactonate kinase)	20	4	0	0	2	0	2	0	5	79	106
SL1344_3797	dgoR	galactonate operon transcriptional repressor	3	3	0	0	2	2	2	2	8	157	150
SL1344_3798	yidA	conserved hypothetical protein	2	2	4	10	4	2	2	16	39	740	1119
SL1344_3799	SL3799	putative membrane transport protein	19	6	0	0	0	1	16	2	3	622	349
SL1344_3800	SL3800	possible racemase	12	11	0	2	0	0	8	2	5	495	440
SL1344_3801	SL3801	putative LysR-family transcriptioanl regulator	9	0	0	4	4	4	1	0	9	1634	1225
SL1344_3802	gyrB	DNA gyrase subunit B	35	4	8	24	22	24	6	38	74	3779	4229
SL1344_3803	recF	recF protein	21	2	2	4	6	0	5	4	8	333	460
SL1344_3804	dnaN	DNA polymerase III beta-subunit	18	6	4	5	7	12	2	7	22	316	859
SL1344_3805	dnaA	chromosomal replication initiator protein	18	0	2	4	6	4	11	10	29	1577	3038
SL1344_3806	rpmH	50s ribosomal protein l34	2	3	1	8	7	8	2	12	16	4611	4023
SL1344_3807	rnpA	RNase P, protein component	3	2	0	1	3	2	4	6	26	5304	4835
SL1344_3808	SL3808	conserved hypothetical protein	4	0	2	0	4	4	6	7	16	1427	1694
SL1344_3809	yidC	putative membrane protein	31	7	5	18	13	22	4	15	60	2351	5108
SL1344_3810	thdF	thiophene and furan oxidation protein	44	10	0	0	0	0	5	9	14	172	225
SL1344_3811	intA	putative bacteriophage integrase (pseudogene)	5	4	0	4	3	0	2	0	5	952	832
SL1344_3812	SL3812	hypothetical protein	8	2	2	10	2	2	0	4	21	15716	10633
SL1344_3813	SL3813	reverse transcriptase	10	0	0	0	0	1	2	7	2	391	2112
SL1344_3814	yidY	putative membrane transport protein	42	5	2	9	6	3	4	4	11	1651	850
SL1344_3815	yidZ	putative LysR-family transcriptional regulator	24	6	0	0	2	4	8	4	2	871	925
SL1344_3816	yieE	conserved hypothetical protein	7	2	0	3	0	0	4	2	6	677	588
SL1344_3817	SL3817	conserved hypothetical protein	11	0	2	2	2	0	1	6	5	258	442
SL1344_3818	yieG	putative membrane transport protein	24	6	2	2	4	0	6	3	4	606	1004
SL1344_3819	SL3819	putative hydrolase	14	0	0	3	0	0	2	4	10	384	327
SL1344_3820	phoU	phosphate transport system regulatory protein	12	2	0	8	0	3	2	6	11	136	211
SL1344_3821	pstB	phosphate transport ATP-binding protein	10	0	4	8	0	5	0	3	14	349	465
SL1344_3822	pstA	phosphate transport system permease protein	17	4	0	0	0	1	0	11	13	88	143
SL1344_3823	pstC	phosphate transport system permease protein	12	10	4	2	4	2	4	7	10	199	286
SL1344_3824	pstS	periplasmic phosphate-binding protein	8	4	4	9	10	9	15	14	29	244	476
SL1344_3825	SL3825	probable PTS system permease	16	2	0	0	2	4	10	5	8	1252	891
SL1344_3826	SL3826	putative shikimate 5-dehydrogenase	14	8	2	2	0	2	6	0	4	67	56
SL1344_3827	SL3827	conserved hypothetical protein	35	10	2	4	2	2	4	0	14	263	463
SL1344_3828	glmS	glucosamine--fructose-6-phosphateaminotransferase	13	2	2	6	10	20	10	12	29	1809	2723
SL1344_3829	glmU	UDP-N-acetylglucosamine pyrophosphorylase	14	9	2	2	0	6	10	11	45	4440	7270
SL1344_3830	SL3830	putative membrane protein	9	2	0	4	2	0	4	0	3	483	378
SL1344_3831	atpC	ATP synthase epsilon subunit	14	7	8	7	7	11	1	25	61	332	353
SL1344_3832	atpD	ATP synthase beta subunit	24	5	11	83	28	93	8	116	142	1494	1772
SL1344_3833	atpG	ATP synthase gamma subunit	22	13	20	51	15	54	16	64	137	967	1187
SL1344_3834	atpA	ATP synthase alpha subunit	26	12	21	73	49	95	12	100	136	1893	2937
SL1344_3835	atpH	ATP synthase delta subunit	6	8	10	27	16	24	8	33	56	988	1416
SL1344_3836	atpF	ATP synthase subunit B	10	12	6	53	24	48	6	104	136	1268	1870
SL1344_3837	atpE	ATP synthase subunit C	13	9	16	28	10	33	3	58	84	1295	1994
SL1344_3838	atpB	ATP synthase A chain	11	6	11	50	13	20	6	43	93	4928	10236
SL1344_3839	atpI	ATP synthase protein I.	3	2	1	13	3	7	19	13	33	3444	5616
SL1344_3840	gidB	glucose inhibited division protein	3	5	0	0	2	4	0	2	4	650	729
SL1344_3841	gidA	glucose inhibited division protein	20	5	6	8	2	2	8	8	18	725	1935
SL1344_3842	mioC	MioC protein	8	0	0	6	2	4	4	5	16	2072	1709
SL1344_3843	asnC	regulatory protein	0	2	0	0	1	0	0	2	0	422	400
SL1344_3844	asnA	asparagine synthetase A	18	8	12	21	15	10	8	46	46	2249	2581
SL1344_3845	SL3845	conserved hypothetical protein	26	4	2	0	11	4	8	4	22	285	1001
SL1344_3846	yieN	conserved hypothetical protein	22	5	0	7	3	8	6	10	12	1526	1620
SL1344_3847	kup	membrane transport protein	15	12	0	2	4	3	0	3	10	528	601
SL1344_3848	rbsD	high affinity ribose transport protein RbsD	0	0	0	4	0	4	4	0	2	202	149
SL1344_3849	rbsA	high affinity ribose transport protein	20	14	0	0	2	0	10	4	13	132	122
SL1344_3850	rbsC	high affinity ribose transport protein	26	3	2	0	4	9	0	4	22	402	441
SL1344_3851	rbsB	D-ribose-binding periplasmic protein	12	11	8	20	3	24	20	20	48	1723	2071
SL1344_3852	rbsK	ribokinase	14	8	4	4	5	5	2	10	17	900	1256
SL1344_3853	rbsR	ribose operon repressor	16	4	0	3	3	0	6	0	14	382	534
SL1344_3854	SL3854	putative transmembrane efflux protein (pseudogene)	4	4	2	0	0	0	1	2	0	90	130
SL1344_3857	SL3857	hypothetical 20.8 kDa protein in rbsr-rrsc intergenic region	9	4	0	1	1	0	1	0	8	1107	1027
SL1344_3858	SL3858	possible LysR-family transcriptional regulatory protein	4	1	4	2	0	3	2	0	10	1418	2077
SL1344_3859	yifE	conserved hypothetical protein	6	1	2	2	8	12	2	6	29	2795	2538
SL1344_3860	yifB	Putative competence protein (chelatase)	20	4	2	0	2	2	2	0	4	503	1002
SL1344_3861	ilvG	acetolactate synthase large subunit	36	7	0	4	2	0	10	10	28	382	256
SL1344_3862	ilvM	acetohydroxy acid synthase II, small subunit	2	1	0	0	4	0	0	3	2	230	158
SL1344_3863	ilvE	branched-chain amino-acid aminotransferase	22	10	2	3	8	8	3	2	29	1052	897
SL1344_3864	ilvD	dihydroxyacid dehydratase	40	12	0	8	4	10	7	15	20	327	380
SL1344_3865	ilvA	threonine deaminase	44	14	0	10	8	4	4	6	17	186	216
SL1344_3866	SL3866	conserved hypothetical protein	2	5	0	0	0	0	0	0	2	1152	1061
SL1344_3867	SL3867	conserved hypothetical protein	5	2	2	0	0	4	2	0	7	571	624
SL1344_3868	ilvY	LysR-family regulatory protein for ilvC expression	43	10	0	0	2	6	8	2	5	218	434
SL1344_3869	ilvC	ketol-acid reductoisomerase	46	2	8	14	10	18	6	44	42	433	787
SL1344_3870	ppiC	peptidyl-prolyl cis-trans isomerase C	2	0	0	2	0	2	5	2	11	820	689
SL1344_3870A	SL3870A	cyclic nucleotide-binding domain protein (pseudogene)	2	0	0	0	0	0	3	0	2	303	328
SL1344_3871	SL3871	putative membrane transport protein (fragment)	3	0	0	0	0	0	0	0	1	21	19
SL1344_3872	rep	ATP-dependent DNA helicase	25	6	4	4	8	0	8	10	16	941	1392
SL1344_3873	gppA	guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (guanosine pentaphosphatase)	30	4	2	8	2	4	6	18	33	616	1018
SL1344_3874	rhlB	putative ATP-dependent RNA helicase	17	4	4	7	4	6	17	6	43	2898	3263
SL1344_3875	trxA	thioredoxin	7	4	7	25	21	19	4	22	72	4603	6199
SL1344_3876	rho	transcription termination factor	19	11	22	68	25	38	9	114	303	48775	65454
SL1344_3877	rfe	putative undecaprenyl-phosphate alpha-N- acetylglucosaminyltransferase	10	8	0	6	5	2	0	10	14	2346	2360
SL1344_3878	SL3878	lipopolysaccharide biosynthesis protein	4	3	2	17	4	7	4	5	26	1347	2671
SL1344_3879	rffE	UDP-N-acetyl-D-glucosamine 2-epimerase	10	6	5	12	4	9	0	3	16	1022	1773
SL1344_3880	rffD	UDP-ManNAc dehydrogenase	48	2	2	16	2	22	6	18	31	262	688
SL1344_3881	rffG	UDP-N-acetylglucosamine epimerase (UDP-GlcNAc -2-epimerase)	17	0	0	17	6	10	4	8	36	275	496
SL1344_3882	SL3882	glucose-1-phosphate thymidylyltransferase	5	0	0	2	2	2	3	4	5	50	53
SL1344_3883	rffC	lipopolysaccharide biosynthesis protein	25	6	0	5	2	0	2	2	6	56	101
SL1344_3884	rffA	lipopolysaccharide biosynthesis protein	12	2	2	2	0	0	4	2	22	335	345
SL1344_3885	SL3885	putative lipopolysaccharide biosynthesis protein	15	0	0	2	0	8	6	6	23	368	318
SL1344_3886	SL3886	conserved hypothetical protein	28	4	2	4	2	3	2	4	10	169	235
SL1344_3887	rffT	probable 4-alpha-l-fucosyltransferase	16	4	0	0	2	4	10	5	21	536	636
SL1344_3888	rffM	probable UDP-N-acetyl-D-mannosaminuronic acid transferase	28	2	2	0	6	4	0	7	7	234	218
SL1344_3889	yifK	probable amino acid permease	17	8	2	2	2	0	3	5	11	912	973
SL1344_3890	hemY	Porphyrin biosynthetic protein	32	8	0	11	4	4	11	8	23	527	869
SL1344_3891	hemX	uroporphyrinogen III methylase	22	6	7	17	2	2	8	10	24	1351	2352
SL1344_3892	hemD	uroporphyrinogen III synthase	28	2	2	2	5	3	6	15	8	540	979
SL1344_3893	hemC	porphobilinogen deaminase	20	12	7	7	8	9	6	27	34	2715	2521
SL1344_3894	cyaA	adenylate cyclase	45	18	2	29	12	12	31	22	71	9803	12901
SL1344_3895	SL3895	putative inner membrane protein	5	6	0	0	2	0	4	0	5	321	140
SL1344_3896	SL3896	putative inner membrane protein	2	0	0	2	0	0	3	1	0	280	111
SL1344_3897	SL3897	conserved hypothetical protein	3	0	0	0	0	0	1	0	0	252	249
SL1344_3898	cyaY	CyaY protein	1	2	0	6	4	0	4	0	3	807	907
SL1344_3899	SL3899	putative membrane protein	0	2	0	2	0	0	5	0	2	139	92
SL1344_3899A	SL3899A	putative exported protein (pseudogene)	0	0	0	0	0	0	3	0	0	58	64
SL1344_3900	SL3900	putative lipoprotein	4	0	0	2	2	4	0	6	15	1340	888
SL1344_3901	dapF	diaminopimelate epimerase	23	3	2	6	0	3	4	6	20	1231	1608
SL1344_3902	yigA	conserved hypothetical protein	29	8	0	4	2	0	5	10	16	608	1754
SL1344_3903	xerC	integrase/recombinase	20	2	0	4	0	8	6	4	12	511	997
SL1344_3904	yigB	conserved hypothetical protein	19	0	0	4	0	9	2	6	6	263	438
SL1344_3905	uvrD	DNA helicase II	66	2	2	14	6	4	20	18	37	980	1905
SL1344_3906	corA	magnesium and cobalt transport protein	12	4	0	2	4	2	2	8	20	719	575
SL1344_3907	SL3907	conserved hypothetical protein	1	0	0	0	0	0	0	2	2	90	94
SL1344_3908	SL3908	conserved hypothetical protein	0	0	0	0	4	0	0	1	2	91	41
SL1344_3909	SL3909	chloramphenicol-sensitive protein RarD	22	6	0	4	6	0	2	0	6	214	284
SL1344_3910	yigI	conserved hypothetical protein	14	5	0	1	0	0	52	0	5	138	137
SL1344_3911	pldA	detergent-resistant phospholipase A	2	10	4	2	0	4	2	6	10	1570	2228
SL1344_3912	recQ	ATP-dependent DNA helicase	23	8	2	15	2	4	24	19	29	2351	3123
SL1344_3913	rhtC	threonine efflux protein	9	0	2	0	2	7	38	5	3	394	376
SL1344_3914	rhtB	homoserine/homoserine lactone efflux protein	11	0	2	2	0	0	0	0	4	160	273
SL1344_3915	pldB	lysophospholipase L2	15	1	0	12	6	6	4	5	12	951	1541
SL1344_3916	yigL	conserved hypothetical protein	7	3	0	0	2	2	0	0	8	356	925
SL1344_3917	yigM	putative membrane protein	20	2	0	2	0	2	0	2	0	95	204
SL1344_3918	metR	trans-activator of metE and metH	28	2	0	6	1	2	0	4	6	222	315
SL1344_3919	metE	5-methyltetrahydropteroyltriglutamate- homocysteine methyltransferase	66	10	0	6	2	4	6	4	12	355	441
SL1344_3920	SL3920	putative regulatory protein	21	7	0	2	0	6	2	1	14	259	385
SL1344_3921	ysgA	putative hydrolase	18	2	0	4	4	10	0	4	23	676	906
SL1344_3922	udp	uridine phosphorylase	22	6	1	17	3	17	4	18	64	1456	2508
SL1344_3923	yigN	putative membrane protein	25	12	0	1	4	2	4	4	10	956	1225
SL1344_3924	ubiE	ubiquinone/menaquinone biosynthesis methyltransferase UbiE	7	4	8	4	6	8	0	12	24	3621	3210
SL1344_3925	yigP	conserved hypothetical protein	16	3	2	21	6	6	6	5	24	249	902
SL1344_3926	aarF	ubiquinone biosynthesis protein	10	15	4	28	8	19	4	14	56	973	1658
SL1344_3927	tatA	sec-independent protein translocase protein	1	1	5	2	6	10	5	10	22	1565	1349
SL1344_3928	tatB	sec-independent protein translocase protein	11	4	2	6	16	13	7	24	76	1854	2542
SL1344_3929	tatC	sec-independent protein translocase protein	7	2	4	4	4	4	8	9	31	687	1256
SL1344_3930	tatD	putative deoxyribonuclease	18	12	2	2	0	2	4	2	8	342	512
SL1344_3931	rfaH	transcriptional activator	5	3	0	0	4	1	6	8	4	4260	5169
SL1344_3932	ubiD	conserved hypothetical protein	13	2	0	13	2	10	40	18	43	1117	1838
SL1344_3933	ubiB	flavin reductase	7	2	0	2	3	4	39	11	18	541	732
SL1344_3934	SL3934	possible transferase	15	8	4	2	4	8	4	10	12	1538	1121
SL1344_3935	fadA	small (beta) subunit of the fatty acid-oxidizing multienzyme complex	32	4	0	2	4	3	12	6	31	179	174
SL1344_3936	fadB	large (alpha) subunit of the fatty acid-oxidizing multienzyme complex	43	6	4	22	12	12	8	33	48	512	672
SL1344_3937	pepQ	proline dipeptidase	20	11	0	6	10	9	6	8	29	1705	1952
SL1344_3938	yigZ	conserved hypothetical protein	6	4	0	2	5	2	2	6	12	360	446
SL1344_3939	trkH	trk system potassium uptake protein	22	0	0	12	7	6	9	8	18	1125	1059
SL1344_3940	hemG	protoporphyrinogen oxidase	6	3	2	5	1	4	6	8	8	639	662
SL1344_3941	mobB	molybdopterin-guanine dinucleotide biosynthesis protein B	8	0	0	2	4	7	0	2	6	285	293
SL1344_3942	mobA	molybdopterin-guanine dinucleotide biosynthesis protein A	17	1	0	0	7	1	62	4	4	1433	1403
SL1344_3943	yihD	conserved hypothetical protein	2	1	1	4	5	1	0	13	19	3808	3708
SL1344_3944	yihE	conserved hypothetical protein	14	0	1	4	9	14	2	7	28	3247	3522
SL1344_3945	dsbA	thiol:disulfide interchange protein	10	2	0	10	2	14	2	17	41	1592	2018
SL1344_3946	yihG	putative acyltransferase	9	4	0	0	1	0	7	0	6	348	265
SL1344_3947	polA	DNA polymerase I	48	18	0	12	6	14	24	18	53	1844	2692
SL1344_3948	SL3948	ATP/GTP-binding protein	4	3	0	3	1	0	56	6	15	1242	1524
SL1344_3950	yihI	conserved hypothetical protein	18	3	2	12	6	3	4	14	24	1087	1189
SL1344_3951	hemN	oxygen-independent coproporphyrinogen III oxidase	24	4	0	15	8	12	4	6	35	2544	3675
SL1344_3952	glnG	Two-component system, response regulator	18	7	0	4	2	0	46	3	8	232	549
SL1344_3953	glnL	Two-component system sensory histidine kinase	38	6	0	0	4	0	1	0	14	1141	726
SL1344_3954	glnA	glutamine synthetase	31	15	2	24	10	35	12	43	92	2599	3486
SL1344_3955	typA	GTP-binding protein	14	6	6	16	16	17	10	23	73	2018	4014
SL1344_3956	SL3956	conserved hypothetical protein	6	6	0	0	0	2	4	0	4	223	172
SL1344_3957	SL3957	hypothetical protein	8	7	0	0	0	0	3	0	2	201	224
SL1344_3958	SL3958	putative coproporphyrinogen III oxidase	14	8	0	0	0	0	4	2	6	301	361
SL1344_3959	SL3959	hypothetical protein	13	4	2	0	0	0	2	0	4	2789	1561
SL1344_3960	SL3960	conserved hypothetical protein	12	4	0	0	4	0	2	4	6	279	228
SL1344_3961	SL3961	hypothetical protein	15	0	0	0	0	0	10	0	4	555	793
SL1344_3962	SL3962	conserved hypothetical protein	4	4	0	0	6	0	0	0	0	188	83
SL1344_3963	SL3963	putative membrane transport protein	16	5	0	0	0	2	10	0	5	264	159
SL1344_3964	yihP	putative membrane permease	26	6	0	5	2	0	4	0	5	337	276
SL1344_3965	yihQ	putative glycosyl hydrolase	30	10	0	4	1	2	14	2	8	191	327
SL1344_3966	yihR	conserved hypothetical protein	4	2	2	2	1	2	6	6	3	129	153
SL1344_3967	yihS	conserved hypothetical protein	47	0	0	5	0	5	4	4	8	119	77
SL1344_3968	yihT	putative aldolase	21	0	0	0	2	0	0	2	1	24	27
SL1344_3969	yihU	putative oxidoreductase	23	4	0	0	0	0	0	0	1	21	24
SL1344_3970	yihV	putative sugar kinase	26	7	2	0	0	0	0	2	5	72	94
SL1344_3971	yihW	putative DeoR-family transcriptional regulator	10	6	2	6	4	2	2	4	13	1346	1373
SL1344_3972	yihX	putative haloacid dehalogenase-like hydrolase	5	8	2	29	17	4	5	22	40	1097	1382
SL1344_3973	rbn	ribonuclease BN	7	1	2	14	3	14	12	13	26	992	1048
SL1344_3974	yihZ	conserved hypothetical protein	15	4	0	4	4	2	8	4	16	464	519
SL1344_3975	yiiD	putative acetyltransferase	21	4	6	13	2	14	8	30	71	909	2130
SL1344_3976	ygjM	conserved hypothetical protein	9	2	6	4	2	3	6	6	14	6914	10168
SL1344_3977	ygjN	conserved hypothetical protein	12	4	4	1	2	1	0	1	6	10113	10025
SL1344_3978	SL3978	putative lipase	35	3	2	0	0	0	3	3	3	442	521
SL1344_3979	SL3979	conserved hypothetical protein	6	3	0	0	2	0	2	2	5	1193	909
SL1344_3980	SL3980	putative DNA-binding protein	0	3	2	0	1	0	0	0	2	961	1425
SL1344_3981	fdhE	FdhE protein	13	7	8	9	16	12	3	21	62	782	988
SL1344_3982	fdoI	formate dehydrogenase-O gamma subunit	2	0	4	10	14	15	8	18	49	1033	852
SL1344_3983	fdoH	formate dehydrogenase-O beta subunit	19	12	6	13	16	14	4	30	49	552	621
SL1344_3984	fdoG	putative 1 formate dehydrogenase-O, major subunit	69	16	28	46	25	85	20	116	128	4242	7901
SL1344_3986	fdhD	FdhD protein	16	2	0	2	0	0	1	6	7	709	681
SL1344_3987	SL3987	putative lipoprotein	9	4	0	2	1	6	8	0	10	1482	1116
SL1344_3988	yiiG	putative lipoprotein	21	3	0	1	0	0	3	0	2	114	108
SL1344_3989	SL3989	putative exported protein	13	0	0	0	0	0	0	0	0	31	31
SL1344_3990	SL3990	putative exported protein	35	4	0	2	0	0	0	2	2	65	63
SL1344_3991	SL3991	putative DNA-binding protein	19	3	0	2	2	6	2	0	4	133	348
SL1344_3992	yiiL	conserved hypothetical protein	9	2	2	2	0	4	2	5	0	165	478
SL1344_3993	SL3993	alcohol dehydrogenase	25	11	0	0	2	0	6	10	12	1362	1301
SL1344_3994	rhaD	rhamnulose-1-phosphate aldolase (ec 4.1.2.19)	17	8	0	3	2	2	0	2	1	241	225
SL1344_3995	rhaA	L-rhamnose isomerase	18	2	0	0	2	0	0	0	4	22	43
SL1344_3996	rhaB	rhamnulokinase	24	0	0	0	6	2	0	0	6	98	124
SL1344_3997	rhaS	L-rhamnose operon regulatory protein	14	3	0	1	4	0	3	6	6	292	265
SL1344_3998	rhaR	L-rhamnose operon transcriptional activator	9	3	0	2	2	0	2	2	4	948	1061
SL1344_3999	rhaT	L rhamnose-proton symporter	17	10	0	4	4	0	4	2	5	269	304
SL1344_4000	SL4000	conserved hypothetical protein	4	2	0	0	0	0	0	0	4	122	134
SL1344_4001	SL4001	putative membrane transport protein	27	4	0	4	4	0	6	0	10	234	183
SL1344_4002	SL4002	trap dicarboxylate transporter, dctq subunit	8	0	0	2	7	0	0	0	5	60	62
SL1344_4003	SL4003	trap dicarboxylate transporter, dctp subunit	12	6	0	0	3	0	2	0	2	96	88
SL1344_4004	sodA	manganese superoxide dismutase	12	4	6	24	9	18	6	24	52	1766	2320
SL1344_4005	yiiM	conserved hypothetical protein	22	6	2	2	1	8	0	4	14	417	478
SL1344_4006	SL4006	hypothetical protein	6	4	0	4	0	4	2	4	12	102	143
SL1344_4007	cpxA	two-component sensor kinase protein	21	10	2	7	1	2	6	4	31	302	545
SL1344_4008	cpxR	two-component response regulatory protein	11	6	0	10	4	2	2	15	22	1310	1711
SL1344_4009	cpxP	extracytoplasmic stress protein for protein-mediated toxicities	12	0	2	8	2	10	2	6	5	1285	665
SL1344_4010	yiiP	putative transmembrane efflux protein	14	9	0	15	1	4	7	11	25	1257	1404
SL1344_4011	pfkA	6-phosphofructokinase	8	12	4	29	15	29	12	28	66	2089	2378
SL1344_4012	sbp	periplasmic sulphate binding protein	2	2	0	2	2	2	0	4	5	185	154
SL1344_4013	cdh	CDP-diglyceride hydrolase	16	11	2	20	21	22	2	22	51	2252	2261
SL1344_4014	SL4014	putative sugar transport protein	8	4	0	0	4	4	0	6	14	279	196
SL1344_4015	SL4015	putative carbohydrate kinase	18	4	0	2	5	2	4	8	12	106	128
SL1344_4016	SL4016	hypothetical protein	40	12	2	0	8	8	3	6	14	636	619
SL1344_4017	SL4017	putative GntR-family regulatory protein	19	2	2	4	8	0	2	2	6	1509	1871
SL1344_4018	SL4018	conserved hypothetical protein	7	2	0	0	0	0	0	2	1	156	124
SL1344_4019	cdh	CDP-diacylglycerol pyrophosphatase (pseudogene)	1	2	0	0	0	0	0	1	1	145	125
SL1344_4020	SL4020	conserved hypothetical protein	4	2	4	2	4	4	0	3	5	197	262
SL1344_4021	ydeV	putative sugar kinase	24	8	2	4	10	10	4	22	24	570	821
SL1344_4022	ydeW	putative regulatory protein	10	2	2	6	2	6	4	7	15	1325	1154
SL1344_4023	SL4023	putative ABC transporter ATP-binding protein	11	7	2	7	1	6	2	6	20	439	558
SL1344_4024	SL4024	putative ABC transporter permease protein	6	8	0	9	7	5	50	8	16	238	206
SL1344_4025	ydeZ	putative ABC transporter, membrane component	12	0	2	6	2	1	0	4	11	300	368
SL1344_4026	SL4026	putative ABC transport protein, solute-binding component	16	4	4	7	5	16	0	19	18	444	722
SL1344_4027	yneB	putative aldolase	11	4	3	18	14	4	62	26	54	332	724
SL1344_4028	SL4028	conserved hypothetical protein	4	4	2	2	0	4	2	0	6	234	290
SL1344_4029	SL4029	putative ribulose-phosphate 3-epimerase	18	5	4	16	8	18	0	6	36	524	887
SL1344_4030	tpiA	triosephosphate isomerase	13	1	12	30	14	18	0	30	65	2311	3374
SL1344_4031	yiiQ	conserved hypothetical protein	6	5	0	2	2	2	3	1	15	1274	1021
SL1344_4032	yiiR	putative membrane protein	13	3	0	4	2	4	1	4	12	842	655
SL1344_4033	fpr	ferredoxin--NADP reductase	15	12	6	12	2	8	6	6	12	2441	2722
SL1344_4034	glpX	putative glycerol metabolic protein	26	2	0	16	2	1	0	17	44	1204	1479
SL1344_4035	glpK	glycerol kinase	44	22	83	239	96	145	52	293	636	19198	27393
SL1344_4036	glpF	glycerol uptake facilitator protein	7	6	23	103	36	81	8	83	262	21193	24220
SL1344_4037	yiiU	conserved hypothetical protein	5	3	16	31	14	18	1	22	54	1942	2013
SL1344_4038	menG	menaquinone biosynthesis protein	2	4	4	27	7	9	0	30	40	2406	2587
SL1344_4039	menA	menaquinone biosynthetic protein	8	2	0	10	0	0	5	6	6	298	291
SL1344_4040	hslU	heat shock protein	8	8	12	52	27	14	17	36	47	2398	5369
SL1344_4041	hslV	heat shock protein	15	2	2	16	5	2	3	16	34	3462	6028
SL1344_4042	ftsN	cell division protein	27	2	4	8	12	4	5	4	16	2012	1838
SL1344_4043	cytR	transcriptional repressor	16	8	6	10	2	8	0	8	31	1648	2223
SL1344_4044	priA	primosomal protein replication factor	83	4	0	4	2	4	6	6	19	1292	2166
SL1344_4045	rpmE	50S ribosomal protein L31	11	4	11	16	6	35	2	17	45	5443	8359
SL1344_4046	SL4046	hypothetical protein	10	0	0	0	2	0	0	4	4	229	241
SL1344_4047	SL4047	putative arylsulfate sulfotransferase	11	11	0	4	2	0	7	1	7	569	534
SL1344_4048	metJ	repressor of the methionine regulon	3	2	4	2	4	0	0	4	20	1438	1519
SL1344_4049	metB	cystathionine gamma-synthase	19	4	2	4	4	10	2	6	17	812	1812
SL1344_4050	metL	bifunctional aspartokinase II/homoserine dehydrogenase IIcan I write	73	4	0	4	8	4	10	10	23	253	536
SL1344_4051	SL4051	inner membrane protein	10	6	0	2	1	0	2	0	3	529	404
SL1344_4052	SL4052	inner membrane protein	8	2	0	0	2	0	2	2	6	1208	608
SL1344_4053	SL4053	conserved hypothetical protein	16	4	0	0	0	4	6	2	7	825	945
SL1344_4054	SL4054	conserved hypothetical protein	21	5	0	2	2	2	54	4	10	284	303
SL1344_4055	metF	5,10 methylenetetrahydrofolate reductase	12	0	0	5	0	0	20	13	9	1297	1087
SL1344_4056	katG	catalase (hydroperoxidase I)	56	10	16	115	52	79	46	31	57	1608	5455
SL1344_4057	SL4057	conserved hypothetical protein	10	0	1	3	0	5	2	3	2	341	300
SL1344_4058	gldA	glycerol dehydrogenase	38	4	0	6	2	2	0	21	20	1139	1284
SL1344_4059	talC	putative transaldolase	21	1	0	8	0	4	2	7	8	248	248
SL1344_4060	SL4060	phosphoenolpyruvate-protein phosphotransferase (ec 2.7.3.9) (phosphotransferase system, enzyme i) (enzyme i-ani)	80	6	0	0	7	4	16	14	30	587	726
SL1344_4061	SL4061	PTS system, protein component IIC (phosphotransferase enzyme ii, c component)	10	8	2	0	0	2	8	2	21	127	147
SL1344_4062	SL4062	PTS system protein IIB component 1 (phosphotransferase enzyme ii, b component) (ec 2.7.1.69)	10	1	1	4	2	4	0	5	12	81	98
SL1344_4063	pflD	formate acetyltransferase 2 (ec 2.3.1.54) (pyruvate formate-lyase 2)	40	6	1	12	10	11	22	19	42	1743	1781
SL1344_4064	SL4064	pyruvate formate-lyase 2 activating enzyme (ec 1.97.1.4) (pfl- activating enzyme)	12	0	0	6	11	4	1	7	23	748	962
SL1344_4065	SL4065	PTS system, component IIB	2	2	0	3	1	1	4	3	9	326	618
SL1344_4066	yijO	putative AraC-family transcriptional regulator	23	8	2	9	0	2	9	6	12	784	954
SL1344_4068	yijP	putative membrane protein	41	3	4	25	4	28	5	27	38	1969	3567
SL1344_4069	ppc	phosphoenolpyruvate carboxylase	54	8	8	28	10	32	17	25	58	1983	2136
SL1344_4070	argE	acetylornithine deacetylase	30	4	2	6	6	10	2	6	25	884	1005
